"","geography","Level","date","N_ED_epic","N_RSV_ED_epic","N_flu_ED_epic","N_covid_ED_epic","pct_RSV_ED_epic","pct_flu_ED_epic","pct_covid_ED_epic","ED_epic_scale_RSV","ED_epic_scale_flu","ED_epic_scale_covid"
"18103","Arizona","<1 Years",2023-08-26,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18104","Arizona","<1 Years",2023-09-02,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18105","Arizona","<1 Years",2023-09-09,152,NA,NA,13,NA,NA,NA,NA,NA,NA
"18106","Arizona","<1 Years",2023-09-16,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18107","Arizona","<1 Years",2023-09-23,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18108","Arizona","<1 Years",2023-09-30,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18109","Arizona","<1 Years",2023-10-07,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18110","Arizona","<1 Years",2023-10-14,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18111","Arizona","<1 Years",2023-10-21,124,NA,NA,15,NA,NA,NA,NA,NA,NA
"18112","Arizona","<1 Years",2023-10-28,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18113","Arizona","<1 Years",2023-11-04,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18114","Arizona","<1 Years",2023-11-11,155,NA,NA,14,NA,NA,NA,NA,NA,NA
"18115","Arizona","<1 Years",2023-11-18,144,17,NA,11,NA,NA,NA,NA,NA,NA
"18116","Arizona","<1 Years",2023-11-25,169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18117","Arizona","<1 Years",2023-12-02,151,14,NA,NA,NA,NA,NA,NA,NA,NA
"18118","Arizona","<1 Years",2023-12-09,135,16,NA,NA,NA,NA,NA,NA,NA,NA
"18119","Arizona","<1 Years",2023-12-16,162,18,NA,NA,10.7448287139236,NA,NA,86.5386062612884,NA,NA
"18120","Arizona","<1 Years",2023-12-23,182,26,13,11,12.4162257495591,NA,NA,100,NA,NA
"18121","Arizona","<1 Years",2023-12-30,213,24,17,14,12.2214770102094,NA,NA,98.4314980793854,NA,NA
"18122","Arizona","<1 Years",2024-01-06,197,19,NA,11,11.7326633234262,NA,6.06682744739512,94.4946037554353,NA,100
"18123","Arizona","<1 Years",2024-01-13,137,16,NA,NA,10.8637026004509,NA,NA,87.4960138416994,NA,NA
"18124","Arizona","<1 Years",2024-01-20,129,13,NA,14,10.4670071824649,NA,NA,84.3010379610455,NA,NA
"18125","Arizona","<1 Years",2024-01-27,139,15,NA,NA,10.8492394677027,NA,NA,87.3795280992533,NA,NA
"18126","Arizona","<1 Years",2024-02-03,137,13,NA,NA,10.1193124604034,NA,NA,81.5007125717151,NA,NA
"18127","Arizona","<1 Years",2024-02-10,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18128","Arizona","<1 Years",2024-02-17,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18129","Arizona","<1 Years",2024-02-24,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18130","Arizona","<1 Years",2024-03-02,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18131","Arizona","<1 Years",2024-03-09,114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18132","Arizona","<1 Years",2024-03-16,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18133","Arizona","<1 Years",2024-03-23,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18134","Arizona","<1 Years",2024-03-30,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18135","Arizona","<1 Years",2024-04-06,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18136","Arizona","<1 Years",2024-04-13,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18137","Arizona","<1 Years",2024-04-20,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18138","Arizona","<1 Years",2024-04-27,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18139","Arizona","<1 Years",2024-05-04,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18140","Arizona","<1 Years",2024-05-11,118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18141","Arizona","<1 Years",2024-05-18,147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18142","Arizona","<1 Years",2024-05-25,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18143","Arizona","<1 Years",2024-06-01,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18144","Arizona","<1 Years",2024-06-08,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18145","Arizona","<1 Years",2024-06-15,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18146","Arizona","<1 Years",2024-06-22,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18147","Arizona","<1 Years",2024-06-29,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18148","Arizona","<1 Years",2024-07-06,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18149","Arizona","<1 Years",2024-07-13,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18150","Arizona","<1 Years",2024-07-20,112,NA,NA,11,NA,NA,NA,NA,NA,NA
"18151","Arizona","<1 Years",2024-07-27,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18152","Arizona","<1 Years",2024-08-03,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18153","Arizona","<1 Years",2024-08-10,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18154","Arizona","<1 Years",2024-08-17,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18155","Arizona","<1 Years",2024-08-24,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18156","Arizona","<1 Years",2024-08-31,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18157","Arizona","<1 Years",2024-09-07,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18158","Arizona","<1 Years",2024-09-14,111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18159","Arizona","<1 Years",2024-09-21,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18160","Arizona","<1 Years",2024-09-28,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18161","Arizona","<1 Years",2024-10-05,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18162","Arizona","<1 Years",2024-10-12,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18163","Arizona","<1 Years",2024-10-19,116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18164","Arizona","<1 Years",2024-10-26,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18165","Arizona","<1 Years",2024-11-02,111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18166","Arizona","<1 Years",2024-11-09,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18167","Arizona","<1 Years",2024-11-16,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18168","Arizona","<1 Years",2024-11-23,137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18169","Arizona","<1 Years",2024-11-30,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18170","Arizona","<1 Years",2024-12-07,142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18171","Arizona","<1 Years",2024-12-14,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18172","Arizona","<1 Years",2024-12-21,150,13,11,NA,NA,NA,NA,NA,NA,NA
"18173","Arizona","<1 Years",2024-12-28,215,NA,19,NA,NA,NA,NA,NA,NA,NA
"18174","Arizona","<1 Years",2025-01-04,201,12,20,NA,NA,8.70693046395927,NA,NA,100,NA
"18175","Arizona","<1 Years",2025-01-11,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18176","Arizona","<1 Years",2025-01-18,136,NA,11,NA,NA,NA,NA,NA,NA,NA
"18177","Arizona","<1 Years",2025-01-25,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18178","Arkansas","<1 Years",2023-07-01,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18179","Arkansas","<1 Years",2023-07-08,271,NA,NA,13,NA,NA,NA,NA,NA,NA
"18180","Arkansas","<1 Years",2023-07-15,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18181","Arkansas","<1 Years",2023-07-22,256,NA,NA,16,NA,NA,NA,NA,NA,NA
"18182","Arkansas","<1 Years",2023-07-29,240,NA,NA,15,NA,NA,NA,NA,NA,NA
"18183","Arkansas","<1 Years",2023-08-05,260,NA,NA,34,NA,NA,8.52564102564103,NA,NA,46.2219775152964
"18184","Arkansas","<1 Years",2023-08-12,273,NA,NA,45,NA,NA,11.9368131868132,NA,NA,64.7157332880654
"18185","Arkansas","<1 Years",2023-08-19,303,NA,NA,45,NA,NA,14.8039749029848,NA,NA,80.2601227338595
"18186","Arkansas","<1 Years",2023-08-26,348,NA,NA,43,NA,NA,14.5637744903706,NA,NA,78.9578701480859
"18187","Arkansas","<1 Years",2023-09-02,429,NA,NA,72,NA,NA,14.6636745902707,NA,NA,79.4994810554031
"18188","Arkansas","<1 Years",2023-09-09,411,NA,NA,53,NA,NA,14.0116385837503,NA,NA,75.9644514263223
"18189","Arkansas","<1 Years",2023-09-16,359,NA,NA,43,NA,NA,13.885436596536,NA,NA,75.2802441745901
"18190","Arkansas","<1 Years",2023-09-23,322,NA,NA,21,NA,NA,10.4649440456086,NA,NA,56.7359576740552
"18191","Arkansas","<1 Years",2023-09-30,321,NA,NA,23,NA,NA,8.55485468071334,NA,NA,46.3803600819364
"18192","Arkansas","<1 Years",2023-10-07,306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18193","Arkansas","<1 Years",2023-10-14,337,13,NA,17,NA,NA,NA,NA,NA,NA
"18194","Arkansas","<1 Years",2023-10-21,358,26,NA,16,NA,NA,NA,NA,NA,NA
"18195","Arkansas","<1 Years",2023-10-28,365,50,NA,17,8.27292224498906,NA,4.72377279178293,24.1263500223901,NA,25.6100531458563
"18196","Arkansas","<1 Years",2023-11-04,381,68,NA,NA,12.93632299942,NA,NA,37.7262407942666,NA,NA
"18197","Arkansas","<1 Years",2023-11-11,464,134,NA,15,20.1419031702284,NA,NA,58.7398976578514,NA,NA
"18198","Arkansas","<1 Years",2023-11-18,533,174,NA,17,26.4574942502699,NA,NA,77.1580764443929,NA,NA
"18199","Arkansas","<1 Years",2023-11-25,518,176,NA,23,31.8338492329241,NA,3.62080216474666,92.8371579484773,NA,19.6302701161023
"18200","Arkansas","<1 Years",2023-12-02,549,199,NA,34,34.2899868289712,NA,4.60757539925873,100,NA,24.9800860561751
"18201","Arkansas","<1 Years",2023-12-09,474,151,12,32,34.0270323980637,NA,5.79476253890033,99.2331451387863,NA,31.4164510297798
"18202","Arkansas","<1 Years",2023-12-16,467,126,19,28,31.694997089583,NA,6.3132835071001,92.432222991711,NA,34.2276255163971
"18203","Arkansas","<1 Years",2023-12-23,532,162,21,52,29.7627986517763,3.51584549153764,7.5070694291,86.7973464096814,22.5987424316726,40.6997659547295
"18204","Arkansas","<1 Years",2023-12-30,550,135,49,66,27.3257701387984,5.64166060469453,9.25671781165977,79.6902322392005,36.2628093866112,50.185528720852
"18205","Arkansas","<1 Years",2024-01-06,471,89,35,48,24.6308494649091,6.7624857356671,10.6551729642578,71.8310263219431,43.4671187075868,57.7672885469028
"18206","Arkansas","<1 Years",2024-01-13,374,60,43,41,19.8280671079472,9.27913832971907,11.0512165491559,57.8246565297444,59.643365331584,59.9144488156944
"18207","Arkansas","<1 Years",2024-01-20,332,26,45,35,14.2566906931973,10.8275136491787,10.5652727740555,41.5768333896004,69.5958319903859,57.2798924018323
"18208","Arkansas","<1 Years",2024-01-27,319,25,55,35,10.5703655484931,14.0976407936744,10.8255074511581,30.8263913929599,90.61517463077,58.6907612570379
"18209","Arkansas","<1 Years",2024-02-03,349,24,52,29,7.51503557592055,15.2317698816211,9.94113703198238,21.9161226669565,97.9049975779002,53.8961247590438
"18210","Arkansas","<1 Years",2024-02-10,406,14,59,46,6.0540190962086,15.557704160609,10.2037638941107,17.6553555602233,100,55.3199629056065
"18211","Arkansas","<1 Years",2024-02-17,366,15,51,43,4.80780911625074,14.4553864669968,10.4627129094192,14.0210293466449,92.9146506307582,56.7238615130194
"18212","Arkansas","<1 Years",2024-02-24,349,15,38,36,3.94821026238255,13.1182326943129,11.1312897957612,11.5141784162097,84.3198492456706,60.3485679385893
"18213","Arkansas","<1 Years",2024-03-02,369,13,45,33,3.97313005181033,12.3392667765749,10.3356365190314,11.5868520790841,79.3129027855992,56.0349136624626
"18214","Arkansas","<1 Years",2024-03-09,333,NA,31,30,NA,10.7975611365087,9.42242822877389,NA,69.4033067156997,51.0839319201966
"18215","Arkansas","<1 Years",2024-03-16,371,NA,44,16,NA,11.1214231784871,7.42158896783839,NA,71.4849894539439,40.2363314814097
"18216","Arkansas","<1 Years",2024-03-23,333,NA,27,14,NA,9.75908523078335,5.84196055894169,NA,62.7283121599178,31.6723362839862
"18217","Arkansas","<1 Years",2024-03-30,359,NA,13,18,NA,7.86303876649175,4.51026674813925,NA,50.5411253827567,24.4525247536805
"18218","Arkansas","<1 Years",2024-04-06,333,NA,NA,13,NA,NA,4.37401189490326,NA,NA,23.7138156356585
"18219","Arkansas","<1 Years",2024-04-13,326,NA,13,NA,NA,NA,NA,NA,NA,NA
"18220","Arkansas","<1 Years",2024-04-20,325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18221","Arkansas","<1 Years",2024-04-27,345,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18222","Arkansas","<1 Years",2024-05-04,293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18223","Arkansas","<1 Years",2024-05-11,361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18224","Arkansas","<1 Years",2024-05-18,326,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18225","Arkansas","<1 Years",2024-05-25,320,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18226","Arkansas","<1 Years",2024-06-01,343,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18227","Arkansas","<1 Years",2024-06-08,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18228","Arkansas","<1 Years",2024-06-15,261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18229","Arkansas","<1 Years",2024-06-22,275,NA,NA,12,NA,NA,NA,NA,NA,NA
"18230","Arkansas","<1 Years",2024-06-29,277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18231","Arkansas","<1 Years",2024-07-06,237,NA,NA,22,NA,NA,NA,NA,NA,NA
"18232","Arkansas","<1 Years",2024-07-13,259,NA,NA,24,NA,NA,NA,NA,NA,NA
"18233","Arkansas","<1 Years",2024-07-20,246,NA,NA,35,NA,NA,10.9255839882577,NA,NA,59.2333287230749
"18234","Arkansas","<1 Years",2024-07-27,278,NA,NA,44,NA,NA,13.1071298907761,NA,NA,71.0606347698029
"18235","Arkansas","<1 Years",2024-08-03,329,NA,NA,58,NA,NA,15.8947199124087,NA,NA,86.1736242698596
"18236","Arkansas","<1 Years",2024-08-10,285,NA,NA,49,NA,NA,16.8831666389812,NA,NA,91.5325130892805
"18237","Arkansas","<1 Years",2024-08-17,312,NA,NA,64,NA,NA,18.4449941000893,NA,NA,100
"18238","Arkansas","<1 Years",2024-08-24,296,NA,NA,45,NA,NA,17.6361685572212,NA,NA,95.6149319512974
"18239","Arkansas","<1 Years",2024-08-31,383,NA,NA,52,NA,NA,16.4308489047392,NA,NA,89.0802611027114
"18240","Arkansas","<1 Years",2024-09-07,341,NA,NA,35,NA,NA,13.0145519400552,NA,NA,70.5587210786486
"18241","Arkansas","<1 Years",2024-09-14,307,NA,NA,24,NA,NA,10.55284756467,NA,NA,57.2125288162545
"18242","Arkansas","<1 Years",2024-09-21,330,NA,NA,21,NA,NA,8.14838518631731,NA,NA,44.1766754822538
"18243","Arkansas","<1 Years",2024-09-28,281,NA,NA,12,NA,NA,6.15056285787852,NA,NA,33.345431418971
"18244","Arkansas","<1 Years",2024-10-05,309,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18245","Arkansas","<1 Years",2024-10-12,307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18246","Arkansas","<1 Years",2024-10-19,323,NA,NA,15,NA,NA,NA,NA,NA,NA
"18247","Arkansas","<1 Years",2024-10-26,327,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18248","Arkansas","<1 Years",2024-11-02,332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18249","Arkansas","<1 Years",2024-11-09,330,16,NA,NA,NA,NA,NA,NA,NA,NA
"18250","Arkansas","<1 Years",2024-11-16,311,23,NA,NA,NA,NA,NA,NA,NA,NA
"18251","Arkansas","<1 Years",2024-11-23,351,35,NA,NA,7.40516440409259,NA,NA,21.5957050115751,NA,NA
"18252","Arkansas","<1 Years",2024-11-30,388,56,NA,NA,10.5999993515049,NA,NA,30.9128125489656,NA,NA
"18253","Arkansas","<1 Years",2024-12-07,380,73,NA,NA,14.5383419926737,NA,NA,42.3982139893691,NA,NA
"18254","Arkansas","<1 Years",2024-12-14,396,77,NA,NA,17.6959868169852,NA,NA,51.6068638499273,NA,NA
"18255","Arkansas","<1 Years",2024-12-21,481,110,20,17,20.5079978764189,NA,NA,59.8075408389832,NA,NA
"18256","Arkansas","<1 Years",2024-12-28,520,129,22,26,22.3737198737199,NA,NA,65.2485519615789,NA,NA
"18257","Arkansas","<1 Years",2025-01-04,527,147,33,26,25.1901511057109,4.88354432377203,4.48929662402148,73.4621195142251,31.3898777953164,24.3388346977013
"18258","Arkansas","<1 Years",2025-01-11,356,71,25,17,24.2150835576096,5.8383669078081,4.90295574554577,70.6185268556317,37.5271752665822,26.5814980419107
"18259","Arkansas","<1 Years",2025-01-18,394,88,44,14,23.3908612486157,8.15061472767013,4.4207222430077,68.2148446579544,52.3895726742696,23.9670569641782
"18260","Arkansas","<1 Years",2025-01-25,273,49,38,15,20.0758545180492,10.7031328399605,4.60769529525589,58.5472797589043,68.7963515019144,24.980736075343
"18261","California","<1 Years",2023-07-01,372,NA,NA,16,NA,NA,NA,NA,NA,NA
"18262","California","<1 Years",2023-07-08,375,NA,NA,14,NA,NA,NA,NA,NA,NA
"18263","California","<1 Years",2023-07-15,378,NA,NA,17,NA,NA,4.17725436650168,NA,NA,29.9724432899959
"18264","California","<1 Years",2023-07-22,332,NA,NA,16,NA,NA,4.34998831304052,NA,NA,31.2118359538495
"18265","California","<1 Years",2023-07-29,321,NA,NA,13,NA,NA,4.45549194751612,NA,NA,31.9688407765787
"18266","California","<1 Years",2023-08-05,367,NA,NA,27,NA,NA,5.40868985802557,NA,NA,38.8081825571495
"18267","California","<1 Years",2023-08-12,406,NA,NA,40,NA,NA,7.08633640480381,NA,NA,50.845554852981
"18268","California","<1 Years",2023-08-19,457,NA,NA,42,NA,NA,8.79984565629952,NA,NA,63.1402475772714
"18269","California","<1 Years",2023-08-26,449,NA,NA,55,NA,NA,10.4306773157142,NA,NA,74.8417158477499
"18270","California","<1 Years",2023-09-02,425,NA,NA,50,NA,NA,11.0681736935757,NA,NA,79.4158505200977
"18271","California","<1 Years",2023-09-09,457,NA,NA,52,NA,NA,11.7975682960557,NA,NA,84.6493691044992
"18272","California","<1 Years",2023-09-16,466,NA,NA,38,NA,NA,10.4325893729361,NA,NA,74.8554351527339
"18273","California","<1 Years",2023-09-23,382,NA,NA,16,NA,NA,7.90718130394933,NA,NA,56.735243397403
"18274","California","<1 Years",2023-09-30,425,16,NA,30,NA,NA,6.46727054752423,NA,NA,46.4036620037255
"18275","California","<1 Years",2023-10-07,411,NA,NA,30,NA,NA,6.18219175926571,NA,NA,44.3581778017628
"18276","California","<1 Years",2023-10-14,412,23,NA,29,NA,NA,7.13230951795359,NA,NA,51.1754190187346
"18277","California","<1 Years",2023-10-21,385,17,NA,27,NA,NA,7.11703067914534,NA,NA,51.0657909976618
"18278","California","<1 Years",2023-10-28,453,27,NA,22,5.31945786269711,NA,6.30277803524123,46.1747011822983,NA,45.2234028996672
"18279","California","<1 Years",2023-11-04,443,32,NA,30,5.86644187140502,NA,6.21383606120425,50.9227081795334,NA,44.5852305407365
"18280","California","<1 Years",2023-11-11,558,57,NA,28,7.7995983206905,NA,5.54881410585971,67.7031628214152,NA,39.8135956115811
"18281","California","<1 Years",2023-11-18,503,41,NA,28,8.52987450025769,NA,5.78551019130436,74.0422081231046,NA,41.5119264709239
"18282","California","<1 Years",2023-11-25,578,54,11,32,9.23623591881263,NA,5.37361790816617,80.173665175749,NA,38.5565359165571
"18283","California","<1 Years",2023-12-02,623,59,19,44,8.98798632297333,NA,6.05517763285747,78.0187743574779,NA,43.4468318872482
"18284","California","<1 Years",2023-12-09,583,66,16,34,10.0445400821791,2.56576626744018,6.14361214868986,87.1900198816646,25.3277457682333,44.0813631554229
"18285","California","<1 Years",2023-12-16,592,53,24,37,9.91458746520226,3.28274622317446,6.38150142204626,86.0619870234964,32.4053530585788,45.7882553217586
"18286","California","<1 Years",2023-12-23,648,65,22,51,10.1014405390716,3.39784705612798,6.65075810516062,87.6839351756591,33.541561243928,47.7202134830367
"18287","California","<1 Years",2023-12-30,730,96,36,64,10.7114172772468,4.12687421058806,7.62916455268053,92.9787404622855,40.7380914425752,54.7404303982484
"18288","California","<1 Years",2024-01-06,580,66,25,24,11.5202864912884,4.21230446843211,6.92514156417479,100,41.5814090428754,49.6889570508128
"18289","California","<1 Years",2024-01-13,490,42,17,37,11.0338079492543,4.23707981066777,6.81869157677242,95.7772010062252,41.8259767486048,48.9251620001154
"18290","California","<1 Years",2024-01-20,469,29,18,46,8.71136926206406,3.87256189145756,7.1656845960206,75.6176443064289,38.2276687877894,51.4148903429337
"18291","California","<1 Years",2024-01-27,420,27,13,30,7.06112295664534,3.46752631400819,8.16732663214539,61.2929458133261,34.2293941737256,58.601826184183
"18292","California","<1 Years",2024-02-03,439,19,NA,21,5.6466528405807,NA,7.24485285903706,49.0148647331875,NA,51.9829348203437
"18293","California","<1 Years",2024-02-10,404,14,NA,20,4.74064539548651,NA,5.62565042706679,41.1504123536455,NA,40.3649080474383
"18294","California","<1 Years",2024-02-17,426,14,11,21,3.6932499114713,NA,4.88789053437732,32.0586637690314,NA,35.0713672177026
"18295","California","<1 Years",2024-02-24,446,11,NA,13,3.07269974139459,NA,4.26495690685724,26.6720775018759,NA,30.6017225214153
"18296","California","<1 Years",2024-03-02,467,NA,NA,14,NA,NA,3.61407811448121,NA,NA,25.9315669643121
"18297","California","<1 Years",2024-03-09,418,NA,NA,12,NA,NA,2.92782342526136,NA,NA,21.0075839002016
"18298","California","<1 Years",2024-03-16,455,11,NA,11,NA,NA,2.76208482902949,NA,NA,19.8183839519391
"18299","California","<1 Years",2024-03-23,453,NA,NA,13,NA,NA,2.71938432970151,NA,NA,19.5120012942715
"18300","California","<1 Years",2024-03-30,492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18301","California","<1 Years",2024-04-06,522,NA,NA,12,NA,NA,NA,NA,NA,NA
"18302","California","<1 Years",2024-04-13,469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18303","California","<1 Years",2024-04-20,434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18304","California","<1 Years",2024-04-27,444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18305","California","<1 Years",2024-05-04,424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18306","California","<1 Years",2024-05-11,445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18307","California","<1 Years",2024-05-18,490,NA,NA,12,NA,NA,NA,NA,NA,NA
"18308","California","<1 Years",2024-05-25,476,NA,NA,14,NA,NA,NA,NA,NA,NA
"18309","California","<1 Years",2024-06-01,450,NA,NA,14,NA,NA,2.83375572451203,NA,NA,20.3326336628545
"18310","California","<1 Years",2024-06-08,437,NA,NA,18,NA,NA,3.39042690557026,NA,NA,24.3268351027386
"18311","California","<1 Years",2024-06-15,491,NA,NA,28,NA,NA,4.31091730132123,NA,NA,30.9314954286399
"18312","California","<1 Years",2024-06-22,500,NA,NA,34,NA,NA,5.54054693095086,NA,NA,39.7542773586371
"18313","California","<1 Years",2024-06-29,424,NA,NA,26,NA,NA,6.21157437651308,NA,NA,44.569002604825
"18314","California","<1 Years",2024-07-06,433,NA,NA,34,NA,NA,6.92808982235973,NA,NA,49.7101112572602
"18315","California","<1 Years",2024-07-13,472,NA,NA,48,NA,NA,8.05125366416764,NA,NA,57.7689847661182
"18316","California","<1 Years",2024-07-20,433,NA,NA,47,NA,NA,9.62539632833601,NA,NA,69.0637007667773
"18317","California","<1 Years",2024-07-27,472,NA,NA,67,NA,NA,11.7396367479548,NA,NA,84.2337013266209
"18318","California","<1 Years",2024-08-03,495,NA,NA,67,NA,NA,12.8615907512647,NA,NA,92.2838940579659
"18319","California","<1 Years",2024-08-10,430,NA,NA,52,NA,NA,13.2744306818016,NA,NA,95.2460841283365
"18320","California","<1 Years",2024-08-17,482,NA,NA,78,NA,NA,13.9369831350918,NA,NA,100
"18321","California","<1 Years",2024-08-24,454,NA,NA,56,NA,NA,13.5367992106788,NA,NA,97.1286187223304
"18322","California","<1 Years",2024-08-31,497,NA,NA,58,NA,NA,13.3957981656489,NA,NA,96.1169145130109
"18323","California","<1 Years",2024-09-07,489,NA,NA,39,NA,NA,10.6600940018461,NA,NA,76.4878158961472
"18324","California","<1 Years",2024-09-14,432,NA,NA,35,NA,NA,9.24911069842519,NA,NA,66.3637934320014
"18325","California","<1 Years",2024-09-21,434,NA,NA,23,NA,NA,7.12561704835272,NA,NA,51.1273995188471
"18326","California","<1 Years",2024-09-28,401,NA,NA,22,NA,NA,6.29589177054519,NA,NA,45.1739928901315
"18327","California","<1 Years",2024-10-05,433,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18328","California","<1 Years",2024-10-12,448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18329","California","<1 Years",2024-10-19,378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18330","California","<1 Years",2024-10-26,442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18331","California","<1 Years",2024-11-02,440,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18332","California","<1 Years",2024-11-09,479,11,NA,NA,NA,NA,NA,NA,NA,NA
"18333","California","<1 Years",2024-11-16,523,13,NA,NA,NA,NA,NA,NA,NA,NA
"18334","California","<1 Years",2024-11-23,529,19,NA,NA,2.79126433831623,NA,NA,24.229122604086,NA,NA
"18335","California","<1 Years",2024-11-30,518,29,17,NA,3.89193255798236,NA,NA,33.7832966300397,NA,NA
"18336","California","<1 Years",2024-12-07,549,32,18,12,5.00630587246225,NA,NA,43.4564355343765,NA,NA
"18337","California","<1 Years",2024-12-14,554,42,29,13,6.3361542115167,3.93173294871821,NA,54.9999708454131,38.8117708995654,NA
"18338","California","<1 Years",2024-12-21,649,49,60,NA,6.98669469256566,5.91944595338037,NA,60.6468831990329,58.4333125345803,NA
"18339","California","<1 Years",2024-12-28,755,72,77,18,8.22257610649506,8.22610827741323,NA,71.3747536809342,81.2033355322532,NA
"18340","California","<1 Years",2025-01-04,813,97,89,18,9.67254006461839,10.1302590878744,NA,83.9609333668282,100,NA
"18341","California","<1 Years",2025-01-11,640,71,55,11,10.8537643840842,9.91317832259448,2.10562603349543,94.214361702652,97.8571054955568,15.1081910129725
"18342","California","<1 Years",2025-01-18,550,52,53,11,10.8264715885795,9.72574103581945,1.97759071340713,93.9774509667484,96.0068340943111,14.1895178765609
"18343","California","<1 Years",2025-01-25,338,29,35,NA,9.70939237045006,9.52838107405415,NA,84.2808238995813,94.0586118420142,NA
"18344","Colorado","<1 Years",2023-07-01,563,NA,NA,NA,NA,NA,NA,NA,NA,NA
